id,range_sufficient_daily,range_long_trips_not_concern,range_meets_expectations,range_adequate_for_lifestyle,range_acceptable_compromise,range_confident_trip_planning,range_no_need_extender,range_winter_performance_acceptable,range_battery_life_confident,range_comparable_ice,charging_easy_home_install,charging_public_stations_convenient,charging_fast_charging_available,charging_time_fast_enough,charging_cost_affordable,charging_public_stations_reliable,charging_apartment_access_easy,charging_workplace_available,charging_standardized_helpful,charging_app_easy_to_use,cost_ev_price_acceptable,cost_long_term_savings_expected,cost_maintenance_low_important,cost_resale_value_confident,cost_overall_value_good,cost_comparable_ice,cost_fuel_savings_significant,cost_worth_the_investment,cost_financing_options_good,cost_insurance_affordable,incentives_aware_and_helpful,incentives_sufficient_to_buy,incentives_application_easy,incentives_clear_and_understandable,incentives_federal_important,incentives_state_important,incentives_local_important,incentives_access_easy,incentives_timely_payout,incentives_adequate_overall,performance_acceleration_impressive,performance_handling_good,performance_quiet_ride_enjoyable,performance_regen_braking_liked,performance_smooth_ride,performance_torque_satisfying,performance_overall_exciting,performance_reliable,performance_all_weather_good,performance_better_than_ice,features_tech_advanced_appealing,features_infotainment_easy_to_use,features_adas_useful,features_over_the_air_updates_valuable,features_interior_design_liked,features_exterior_styling_appealing,features_spacious_interior,features_cargo_space_adequate,features_customization_options_good,features_sustainable_materials_appreciated,practicality_easy_to_incorporate,practicality_charging_routine_easy,practicality_trip_planning_straightforward,practicality_home_charging_convenient,practicality_public_charging_accessible,practicality_maintenance_simple,practicality_reliable_daily_use,practicality_suitable_climate,practicality_fits_parking_needs,practicality_passenger_space_adequate,lifestyle_fits_eco_friendly_values,lifestyle_aligns_tech_savvy,lifestyle_improves_daily_commute,lifestyle_positive_social_image,lifestyle_family_friendly,lifestyle_pet_friendly,lifestyle_matches_personal_style,lifestyle_enhances_weekend_activities,lifestyle_easy_to_share,lifestyle_overall_positive_impact,psych_enviro_conscious,psych_tech_adopter,psych_value_innovation,psych_status_symbol,psych_future_oriented,psych_eco_responsibility,psych_enjoy_new_experiences,psych_value_performance,psych_comfort_safety,psych_influenced_by_trends,psych_care_about_aesthetics,psych_brand_loyal,psych_price_sensitive,psych_practicality_important,psych_socially_responsible,psych_confident_new_tech,psych_enjoy_driving,psych_seek_convenience,age,salary
YZk1oYHRDl,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,2.0,2.0,1.0,3.0,,3.0,31.0,47689.0
RGbxpFC4ng,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,,0.0,1.0,0.0,0.0,4.0,2.0,5.0,1.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0,5.0,4.0,1.0,1.0,2.0,25.0,42632.0
KNyZrSuhrm,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,5.0,4.0,2.0,5.0,3.0,2.0,3.0,3.0,1.0,5.0,4.0,4.0,5.0,4.0,3.0,64.0,77934.0
OyR1pWXr6L,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,2.0,1.0,2.0,5.0,1.0,4.0,,75905.0
cMJqtNoZuT,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,2.0,5.0,3.0,3.0,1.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,52.0,58598.0
A1kEWNyAXn,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,1.0,3.0,3.0,5.0,4.0,48.0,74860.0
w2ZiA8b9ML,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,4.0,3.0,3.0,5.0,3.0,1.0,,4.0,5.0,3.0,4.0,1.0,2.0,5.0,2.0,2.0,3.0,31.0,30000.0
yrQQLeHfAW,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,5.0,1.0,5.0,2.0,2.0,2.0,2.0,64.0,93695.0
AfC4obDYc9,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,0.0,1.0,2.0,1.0,4.0,1.0,4.0,3.0,,5.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,2.0,39.0,37746.0
TyQY4l5JJd,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,5.0,4.0,5.0,3.0,1.0,2.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,50.0,57097.0
JqU7YqpN7S,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,3.0,1.0,5.0,5.0,3.0,23.0,30000.0
qW3nebFVN4,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,5.0,4.0,5.0,3.0,,2.0,,,3.0,5.0,1.0,1.0,2.0,4.0,1.0,5.0,2.0,29.0,74878.0
QrXxp4vBSy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,,5.0,3.0,4.0,1.0,4.0,5.0,4.0,,43607.0
GtqSzE64Zj,1.0,0.0,1.0,0.0,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,4.0,,5.0,4.0,5.0,4.0,3.0,3.0,5.0,,4.0,1.0,1.0,2.0,,5.0,2.0,48.0,37915.0
drNw3oExOH,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,1.0,,2.0,1.0,3.0,1.0,5.0,1.0,4.0,5.0,,5.0,3.0,4.0,2.0,1.0,3.0,2.0,3.0,3.0,45.0,56043.0
kA6mvll3Yo,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,5.0,2.0,1.0,3.0,4.0,5.0,4.0,5.0,3.0,3.0,4.0,2.0,5.0,1.0,4.0,4.0,3.0,38.0,60046.0
ZJJXei8vxU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,4.0,3.0,1.0,4.0,2.0,3.0,5.0,3.0,3.0,4.0,4.0,2.0,5.0,5.0,5.0,1.0,4.0,29.0,67156.0
AdwGLWy2hH,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,3.0,4.0,5.0,,5.0,5.0,2.0,4.0,4.0,5.0,5.0,2.0,2.0,5.0,1.0,,43794.0
7uLBADWXAR,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,3.0,5.0,4.0,3.0,5.0,3.0,5.0,2.0,5.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,5.0,47.0,95337.0
Xbyy3JBsQx,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,,,3.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,,4.0,4.0,1.0,37.0,73728.0
R96zK4AcMT,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,1.0,1.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,5.0,3.0,5.0,5.0,4.0,5.0,1.0,1.0,3.0,3.0,2.0,5.0,3.0,1.0,4.0,2.0,5.0,4.0,37.0,57921.0
27PWOZGdFI,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,,2.0,5.0,2.0,1.0,2.0,4.0,2.0,5.0,1.0,40.0,30000.0
bZVjQR6ArQ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,1.0,5.0,4.0,2.0,,4.0,3.0,4.0,3.0,3.0,3.0,5.0,2.0,5.0,3.0,2.0,5.0,29.0,54513.0
o6PNdO0uN9,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,0.0,1.0,1.0,3.0,3.0,2.0,5.0,2.0,1.0,3.0,,4.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,2.0,4.0,25.0,39053.0
Jw76eDc8VB,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,1.0,1.0,3.0,4.0,31.0,30000.0
9FqWzKONFD,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,2.0,2.0,3.0,2.0,5.0,1.0,3.0,,5.0,3.0,3.0,4.0,2.0,1.0,5.0,2.0,3.0,4.0,26.0,30801.0
p87m5LYKRv,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,3.0,1.0,4.0,4.0,1.0,5.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,5.0,3.0,1.0,2.0,38.0,46892.0
l0q6gZtiFN,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,,4.0,5.0,3.0,5.0,1.0,1.0,5.0,5.0,1.0,,5.0,1.0,2.0,3.0,1.0,34.0,47187.0
sVIeYtLheK,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,0.0,1.0,,1.0,1.0,0.0,3.0,5.0,4.0,3.0,5.0,4.0,2.0,4.0,4.0,1.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,1.0,54.0,66540.0
x5xmQ83Ij5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,1.0,5.0,1.0,3.0,2.0,1.0,3.0,4.0,2.0,2.0,,43.0,86794.0
pwIeVbC6qw,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,5.0,3.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,1.0,5.0,5.0,5.0,2.0,60.0,108106.0
7OkSlGZKZ3,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,4.0,2.0,3.0,2.0,3.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,1.0,2.0,1.0,4.0,5.0,1.0,,44091.0
